date,temp_max,temp_min,year_month,year
2022-07-31,20.9,9.1,2022-07,2022
2022-08-01,26.0,9.7,2022-08,2022
2022-08-02,25.5,11.9,2022-08,2022
2022-08-03,24.7,11.5,2022-08,2022
2022-08-04,28.0,12.5,2022-08,2022
2022-08-05,27.8,14.1,2022-08,2022
2022-08-06,20.6,12.3,2022-08,2022
2022-08-07,20.5,14.9,2022-08,2022
2022-08-08,20.9,16.0,2022-08,2022
2022-08-09,21.9,15.2,2022-08,2022
2022-08-10,16.9,10.5,2022-08,2022
2022-08-11,16.5,11.0,2022-08,2022
2022-08-12,19.5,11.6,2022-08,2022
2022-08-13,24.1,10.6,2022-08,2022
2022-08-14,24.3,10.2,2022-08,2022
2022-08-15,26.1,13.1,2022-08,2022
2022-08-16,28.6,14.6,2022-08,2022
2022-08-17,22.3,13.8,2022-08,2022
2022-08-18,29.1,16.7,2022-08,2022
2022-08-19,17.2,8.7,2022-08,2022
2022-08-20,14.2,8.8,2022-08,2022
2022-08-21,18.4,8.8,2022-08,2022
2022-08-22,19.9,9.1,2022-08,2022
2022-08-23,22.1,9.9,2022-08,2022
2022-08-24,24.2,12.5,2022-08,2022
2022-08-25,25.4,13.4,2022-08,2022
2022-08-26,26.2,13.5,2022-08,2022
2022-08-27,27.8,13.5,2022-08,2022
2022-08-28,28.9,13.7,2022-08,2022
2022-08-29,15.3,10.2,2022-08,2022
2022-08-30,17.0,9.8,2022-08,2022
2022-08-31,21.0,10.3,2022-08,2022
2022-09-01,25.2,8.1,2022-09,2022
2022-09-02,28.6,12.5,2022-09,2022
2022-09-03,21.8,12.1,2022-09,2022
2022-09-04,14.9,10.2,2022-09,2022
2022-09-05,20.3,11.9,2022-09,2022
2022-09-06,22.9,12.8,2022-09,2022
2022-09-07,21.2,13.9,2022-09,2022
2022-09-08,28.9,13.2,2022-09,2022
2022-09-09,31.6,16.8,2022-09,2022
2022-09-10,30.3,14.1,2022-09,2022
2022-09-11,17.2,11.4,2022-09,2022
2022-09-12,23.7,12.6,2022-09,2022
2022-09-13,28.5,14.3,2022-09,2022
2022-09-14,18.8,14.7,2022-09,2022
2022-09-15,17.1,14.0,2022-09,2022
2022-09-16,16.4,12.4,2022-09,2022
2022-09-17,17.4,10.7,2022-09,2022
2022-09-18,21.0,8.4,2022-09,2022
2022-09-19,24.6,10.2,2022-09,2022
2022-09-20,26.2,12.9,2022-09,2022
2022-09-21,25.3,13.3,2022-09,2022
2022-09-22,23.4,14.8,2022-09,2022
2022-09-23,20.9,10.0,2022-09,2022
2022-09-24,18.6,7.6,2022-09,2022
2022-09-25,21.2,9.5,2022-09,2022
2022-09-26,19.3,13.7,2022-09,2022
2022-09-27,25.3,15.0,2022-09,2022
2022-09-28,17.8,13.2,2022-09,2022
2022-09-29,17.0,12.9,2022-09,2022
2022-09-30,18.4,13.2,2022-09,2022
2022-10-01,23.5,14.6,2022-10,2022
2022-10-02,21.2,13.6,2022-10,2022
2022-10-03,23.4,12.8,2022-10,2022
2022-10-04,20.2,15.6,2022-10,2022
2022-10-05,24.5,15.2,2022-10,2022
2022-10-06,29.8,15.1,2022-10,2022
2022-10-07,23.5,16.9,2022-10,2022
2022-10-08,25.6,14.0,2022-10,2022
2022-10-09,28.4,12.7,2022-10,2022
2022-10-10,20.7,16.1,2022-10,2022
2022-10-11,27.2,17.0,2022-10,2022
2022-10-12,25.1,17.6,2022-10,2022
2022-10-13,30.1,17.2,2022-10,2022
2022-10-14,24.4,16.8,2022-10,2022
2022-10-15,21.7,16.6,2022-10,2022
2022-10-16,25.6,15.6,2022-10,2022
2022-10-17,25.0,16.4,2022-10,2022
2022-10-18,20.8,16.8,2022-10,2022
2022-10-19,24.9,16.9,2022-10,2022
2022-10-20,28.5,15.8,2022-10,2022
2022-10-21,25.2,19.3,2022-10,2022
2022-10-22,26.4,15.9,2022-10,2022
2022-10-23,25.0,14.4,2022-10,2022
2022-10-24,23.5,15.1,2022-10,2022
2022-10-25,24.0,14.5,2022-10,2022
2022-10-26,28.5,14.3,2022-10,2022
2022-10-27,32.1,15.9,2022-10,2022
2022-10-28,25.4,18.2,2022-10,2022
2022-10-29,29.9,17.1,2022-10,2022
2022-10-30,28.9,17.4,2022-10,2022
2022-10-31,24.8,18.3,2022-10,2022
2022-11-01,17.9,13.2,2022-11,2022
2022-11-02,14.5,12.0,2022-11,2022
2022-11-03,16.0,10.7,2022-11,2022
2022-11-04,18.1,9.1,2022-11,2022
2022-11-05,18.4,11.0,2022-11,2022
2022-11-06,18.6,10.8,2022-11,2022
2022-11-07,19.1,11.7,2022-11,2022
2022-11-08,21.9,10.9,2022-11,2022
2022-11-09,27.2,12.0,2022-11,2022
2022-11-10,27.0,14.9,2022-11,2022
2022-11-11,27.3,16.0,2022-11,2022
2022-11-12,25.1,17.2,2022-11,2022
2022-11-13,29.8,16.5,2022-11,2022
2022-11-14,27.2,18.9,2022-11,2022
2022-11-15,26.7,16.4,2022-11,2022
2022-11-16,23.9,14.5,2022-11,2022
2022-11-17,23.8,12.4,2022-11,2022
2022-11-18,23.1,14.7,2022-11,2022
2022-11-19,25.7,13.2,2022-11,2022
2022-11-20,27.4,14.6,2022-11,2022
2022-11-21,28.3,16.0,2022-11,2022
2022-11-22,30.0,16.7,2022-11,2022
2022-11-23,28.2,17.4,2022-11,2022
2022-11-24,24.7,16.4,2022-11,2022
2022-11-25,21.0,14.4,2022-11,2022
2022-11-26,23.8,13.4,2022-11,2022
2022-11-27,25.5,14.7,2022-11,2022
2022-11-28,24.4,17.5,2022-11,2022
2022-11-29,24.9,17.4,2022-11,2022
2022-11-30,25.1,17.3,2022-11,2022
2022-12-01,27.6,17.1,2022-12,2022
2022-12-02,29.0,18.5,2022-12,2022
2022-12-03,27.6,20.2,2022-12,2022
2022-12-04,26.8,19.1,2022-12,2022
2022-12-05,24.8,20.2,2022-12,2022
2022-12-06,23.8,19.7,2022-12,2022
2022-12-07,25.0,18.6,2022-12,2022
2022-12-08,27.8,16.6,2022-12,2022
2022-12-09,30.0,14.9,2022-12,2022
2022-12-10,30.7,15.0,2022-12,2022
2022-12-11,29.9,19.4,2022-12,2022
2022-12-12,28.6,20.6,2022-12,2022
2022-12-13,22.1,16.6,2022-12,2022
2022-12-14,22.6,14.3,2022-12,2022
2022-12-15,25.3,13.3,2022-12,2022
2022-12-16,26.7,14.9,2022-12,2022
2022-12-17,24.0,15.8,2022-12,2022
2022-12-18,25.0,15.5,2022-12,2022
2022-12-19,21.6,16.2,2022-12,2022
2022-12-20,22.7,16.7,2022-12,2022
2022-12-21,20.8,16.0,2022-12,2022
2022-12-22,20.9,15.7,2022-12,2022
2022-12-23,23.8,14.9,2022-12,2022
2022-12-24,25.8,15.6,2022-12,2022
2022-12-25,26.5,17.1,2022-12,2022
2022-12-26,25.8,18.9,2022-12,2022
2022-12-27,26.0,18.0,2022-12,2022
2022-12-28,25.0,18.2,2022-12,2022
2022-12-29,24.5,18.9,2022-12,2022
2022-12-30,24.4,17.8,2022-12,2022
2022-12-31,25.8,17.4,2022-12,2022
2023-01-01,25.9,17.2,2023-01,2023
2023-01-02,27.4,17.4,2023-01,2023
2023-01-03,25.5,18.6,2023-01,2023
2023-01-04,25.9,17.2,2023-01,2023
2023-01-05,19.7,16.4,2023-01,2023
2023-01-06,19.3,16.0,2023-01,2023
2023-01-07,20.1,15.3,2023-01,2023
2023-01-08,21.7,15.2,2023-01,2023
2023-01-09,23.2,17.7,2023-01,2023
2023-01-10,25.0,18.2,2023-01,2023
2023-01-11,25.1,17.3,2023-01,2023
2023-01-12,25.8,18.9,2023-01,2023
2023-01-13,25.9,18.9,2023-01,2023
2023-01-14,28.2,19.7,2023-01,2023
2023-01-15,29.4,20.3,2023-01,2023
2023-01-16,29.5,19.2,2023-01,2023
2023-01-17,28.8,20.4,2023-01,2023
2023-01-18,27.9,19.4,2023-01,2023
2023-01-19,27.4,18.7,2023-01,2023
2023-01-20,23.4,18.2,2023-01,2023
2023-01-21,26.0,16.2,2023-01,2023
2023-01-22,27.5,18.5,2023-01,2023
2023-01-23,28.0,18.5,2023-01,2023
2023-01-24,27.0,18.7,2023-01,2023
2023-01-25,27.1,18.7,2023-01,2023
2023-01-26,27.2,16.3,2023-01,2023
2023-01-27,27.4,15.3,2023-01,2023
2023-01-28,27.6,18.7,2023-01,2023
2023-01-29,27.3,18.3,2023-01,2023
2023-01-30,25.7,18.6,2023-01,2023
2023-01-31,27.1,19.1,2023-01,2023
2023-02-01,26.8,20.1,2023-02,2023
2023-02-02,28.0,19.3,2023-02,2023
2023-02-03,26.8,20.3,2023-02,2023
2023-02-04,27.2,19.8,2023-02,2023
2023-02-05,27.1,20.1,2023-02,2023
2023-02-06,27.4,18.9,2023-02,2023
2023-02-07,25.7,17.9,2023-02,2023
2023-02-08,25.6,18.1,2023-02,2023
2023-02-09,27.8,16.5,2023-02,2023
2023-02-10,27.8,18.8,2023-02,2023
2023-02-11,24.8,18.6,2023-02,2023
2023-02-12,26.3,17.6,2023-02,2023
2023-02-13,26.9,18.6,2023-02,2023
2023-02-14,27.3,18.6,2023-02,2023
2023-02-15,28.9,21.2,2023-02,2023
2023-02-16,27.2,21.0,2023-02,2023
2023-02-17,28.5,20.6,2023-02,2023
2023-02-18,24.4,18.3,2023-02,2023
2023-02-19,20.7,17.3,2023-02,2023
2023-02-20,28.2,18.5,2023-02,2023
2023-02-21,26.7,17.1,2023-02,2023
2023-02-22,26.4,18.3,2023-02,2023
2023-02-23,27.1,19.0,2023-02,2023
2023-02-24,27.6,18.2,2023-02,2023
2023-02-25,28.1,19.4,2023-02,2023
2023-02-26,28.4,19.7,2023-02,2023
2023-02-27,26.6,19.9,2023-02,2023
2023-02-28,25.6,19.4,2023-02,2023
2023-03-01,27.2,18.1,2023-03,2023
2023-03-02,28.1,17.2,2023-03,2023
2023-03-03,28.7,19.3,2023-03,2023
2023-03-04,26.9,19.9,2023-03,2023
2023-03-05,25.7,19.1,2023-03,2023
2023-03-06,26.2,18.0,2023-03,2023
2023-03-07,26.8,18.1,2023-03,2023
2023-03-08,28.6,18.4,2023-03,2023
2023-03-09,28.3,19.1,2023-03,2023
2023-03-10,27.3,18.8,2023-03,2023
2023-03-11,24.6,18.9,2023-03,2023
2023-03-12,24.3,19.1,2023-03,2023
2023-03-13,26.0,19.1,2023-03,2023
2023-03-14,26.0,18.6,2023-03,2023
2023-03-15,26.1,18.3,2023-03,2023
2023-03-16,26.7,16.3,2023-03,2023
2023-03-17,25.9,15.5,2023-03,2023
2023-03-18,27.2,15.3,2023-03,2023
2023-03-19,28.4,18.9,2023-03,2023
2023-03-20,29.2,18.8,2023-03,2023
2023-03-21,27.8,15.8,2023-03,2023
2023-03-22,28.4,17.7,2023-03,2023
2023-03-23,28.3,17.7,2023-03,2023
2023-03-24,28.9,17.0,2023-03,2023
2023-03-25,28.8,17.9,2023-03,2023
2023-03-26,30.2,18.6,2023-03,2023
2023-03-27,24.1,18.4,2023-03,2023
2023-03-28,25.9,17.3,2023-03,2023
2023-03-29,28.8,18.8,2023-03,2023
2023-03-30,28.4,18.1,2023-03,2023
2023-03-31,27.7,18.4,2023-03,2023
2023-04-01,27.4,16.6,2023-04,2023
2023-04-02,21.8,16.2,2023-04,2023
2023-04-03,24.9,14.6,2023-04,2023
2023-04-04,27.3,15.4,2023-04,2023
2023-04-05,25.3,14.4,2023-04,2023
2023-04-06,25.2,16.9,2023-04,2023
2023-04-07,21.1,17.9,2023-04,2023
2023-04-08,22.4,18.1,2023-04,2023
2023-04-09,22.0,16.1,2023-04,2023
2023-04-10,23.2,14.2,2023-04,2023
2023-04-11,25.6,13.9,2023-04,2023
2023-04-12,26.2,15.6,2023-04,2023
2023-04-13,27.3,15.9,2023-04,2023
2023-04-14,23.2,17.2,2023-04,2023
2023-04-15,22.1,17.7,2023-04,2023
2023-04-16,25.1,17.2,2023-04,2023
2023-04-17,27.4,15.9,2023-04,2023
2023-04-18,23.2,19.3,2023-04,2023
2023-04-19,23.7,16.0,2023-04,2023
2023-04-20,20.9,12.6,2023-04,2023
2023-04-21,21.5,9.6,2023-04,2023
2023-04-22,23.0,11.7,2023-04,2023
2023-04-23,23.8,14.2,2023-04,2023
2023-04-24,23.8,13.4,2023-04,2023
2023-04-25,24.6,13.1,2023-04,2023
2023-04-26,24.3,15.7,2023-04,2023
2023-04-27,23.5,16.6,2023-04,2023
2023-04-28,19.2,15.6,2023-04,2023
2023-04-29,22.6,14.6,2023-04,2023
2023-04-30,24.9,16.4,2023-04,2023
2023-05-01,25.0,16.7,2023-05,2023
2023-05-02,24.6,16.5,2023-05,2023
2023-05-03,26.1,16.4,2023-05,2023
2023-05-04,26.7,16.9,2023-05,2023
2023-05-05,26.4,17.2,2023-05,2023
2023-05-06,25.5,17.6,2023-05,2023
2023-05-07,26.4,15.8,2023-05,2023
2023-05-08,27.0,15.6,2023-05,2023
2023-05-09,25.4,15.2,2023-05,2023
2023-05-10,21.2,17.7,2023-05,2023
2023-05-11,23.2,15.7,2023-05,2023
2023-05-12,19.8,12.9,2023-05,2023
2023-05-13,20.3,11.9,2023-05,2023
2023-05-14,21.9,11.4,2023-05,2023
2023-05-15,21.5,10.6,2023-05,2023
2023-05-16,21.9,9.5,2023-05,2023
2023-05-17,19.8,11.8,2023-05,2023
2023-05-18,20.9,10.2,2023-05,2023
2023-05-19,21.9,9.6,2023-05,2023
2023-05-20,23.5,10.1,2023-05,2023
2023-05-21,24.2,10.2,2023-05,2023
2023-05-22,24.0,11.8,2023-05,2023
2023-05-23,24.2,10.8,2023-05,2023
2023-05-24,24.0,11.6,2023-05,2023
2023-05-25,25.5,14.4,2023-05,2023
2023-05-26,26.3,13.5,2023-05,2023
2023-05-27,26.4,12.7,2023-05,2023
2023-05-28,22.9,15.1,2023-05,2023
2023-05-29,18.4,14.8,2023-05,2023
2023-05-30,20.5,14.4,2023-05,2023
2023-05-31,19.6,14.4,2023-05,2023
2023-06-01,20.3,14.5,2023-06,2023
2023-06-02,20.3,13.6,2023-06,2023
2023-06-03,22.9,13.1,2023-06,2023
2023-06-04,22.9,8.3,2023-06,2023
2023-06-05,21.8,11.8,2023-06,2023
2023-06-06,20.6,11.5,2023-06,2023
2023-06-07,22.7,11.2,2023-06,2023
2023-06-08,22.8,9.8,2023-06,2023
2023-06-09,23.9,9.7,2023-06,2023
2023-06-10,24.2,12.1,2023-06,2023
2023-06-11,25.7,14.7,2023-06,2023
2023-06-12,26.3,13.3,2023-06,2023
2023-06-13,17.1,15.6,2023-06,2023
2023-06-14,18.0,15.2,2023-06,2023
2023-06-15,17.3,14.2,2023-06,2023
2023-06-16,16.1,10.3,2023-06,2023
2023-06-17,17.3,7.8,2023-06,2023
2023-06-18,17.8,9.7,2023-06,2023
2023-06-19,18.4,10.3,2023-06,2023
2023-06-20,20.9,11.4,2023-06,2023
2023-06-21,22.4,8.8,2023-06,2023
2023-06-22,23.2,10.7,2023-06,2023
2023-06-23,23.8,10.7,2023-06,2023
2023-06-24,24.1,12.8,2023-06,2023
2023-06-25,24.7,11.8,2023-06,2023
2023-06-26,25.1,10.8,2023-06,2023
2023-06-27,23.8,11.1,2023-06,2023
2023-06-28,24.6,11.9,2023-06,2023
2023-06-29,21.4,12.3,2023-06,2023
2023-06-30,21.6,14.7,2023-06,2023
2023-07-01,22.8,13.9,2023-07,2023
2023-07-02,20.6,13.1,2023-07,2023
2023-07-03,19.4,10.7,2023-07,2023
2023-07-04,20.3,8.1,2023-07,2023
2023-07-05,22.6,7.3,2023-07,2023
2023-07-06,22.6,7.9,2023-07,2023
2023-07-07,23.5,9.8,2023-07,2023
2023-07-08,25.3,10.1,2023-07,2023
2023-07-09,18.6,14.1,2023-07,2023
2023-07-10,23.7,13.7,2023-07,2023
2023-07-11,26.2,14.0,2023-07,2023
2023-07-12,27.1,15.0,2023-07,2023
2023-07-13,23.5,16.4,2023-07,2023
2023-07-14,16.6,9.1,2023-07,2023
2023-07-15,18.7,9.5,2023-07,2023
2023-07-16,24.0,9.6,2023-07,2023
2023-07-17,23.9,12.6,2023-07,2023
2023-07-18,18.5,14.1,2023-07,2023
2023-07-19,17.4,13.9,2023-07,2023
2023-07-20,21.7,13.6,2023-07,2023
2023-07-21,22.8,13.2,2023-07,2023
2023-07-22,22.6,12.8,2023-07,2023
2023-07-23,25.1,10.4,2023-07,2023
2023-07-24,25.5,13.1,2023-07,2023
2023-07-25,25.7,13.3,2023-07,2023
2023-07-26,26.8,12.7,2023-07,2023
2023-07-27,25.2,13.0,2023-07,2023
2023-07-28,27.2,15.2,2023-07,2023
2023-07-29,16.8,13.0,2023-07,2023
2023-07-30,20.2,12.8,2023-07,2023
2023-07-31,24.2,12.7,2023-07,2023
2023-08-01,23.4,14.5,2023-08,2023
2023-08-02,27.6,13.2,2023-08,2023
2023-08-03,27.4,12.3,2023-08,2023
2023-08-04,23.9,10.3,2023-08,2023
2023-08-05,26.8,12.5,2023-08,2023
2023-08-06,29.3,12.1,2023-08,2023
2023-08-07,29.3,15.7,2023-08,2023
2023-08-08,19.6,15.7,2023-08,2023
2023-08-09,26.7,15.0,2023-08,2023
2023-08-10,27.5,14.2,2023-08,2023
2023-08-11,29.2,15.8,2023-08,2023
2023-08-12,26.5,13.9,2023-08,2023
2023-08-13,17.3,13.4,2023-08,2023
2023-08-14,19.6,13.4,2023-08,2023
2023-08-15,24.1,15.7,2023-08,2023
2023-08-16,24.9,16.3,2023-08,2023
2023-08-17,26.7,14.1,2023-08,2023
2023-08-18,27.8,16.1,2023-08,2023
2023-08-19,25.0,16.6,2023-08,2023
2023-08-20,25.2,13.6,2023-08,2023
2023-08-21,25.7,16.0,2023-08,2023
2023-08-22,29.1,12.6,2023-08,2023
2023-08-23,31.8,18.9,2023-08,2023
2023-08-24,31.6,20.4,2023-08,2023
2023-08-25,24.5,14.5,2023-08,2023
2023-08-26,15.0,11.9,2023-08,2023
2023-08-27,13.3,11.2,2023-08,2023
2023-08-28,15.4,11.4,2023-08,2023
2023-08-29,20.4,11.1,2023-08,2023
2023-08-30,24.4,12.8,2023-08,2023
2023-08-31,24.1,11.3,2023-08,2023
2023-09-01,25.8,8.3,2023-09,2023
2023-09-02,29.4,15.6,2023-09,2023
2023-09-03,29.7,18.6,2023-09,2023
2023-09-04,30.9,19.2,2023-09,2023
2023-09-05,24.7,15.7,2023-09,2023
2023-09-06,20.1,15.2,2023-09,2023
2023-09-07,25.5,14.9,2023-09,2023
2023-09-08,29.4,15.1,2023-09,2023
2023-09-09,26.9,16.5,2023-09,2023
2023-09-10,26.5,15.2,2023-09,2023
2023-09-11,28.7,16.5,2023-09,2023
2023-09-12,30.1,16.4,2023-09,2023
2023-09-13,32.9,15.0,2023-09,2023
2023-09-14,25.8,13.3,2023-09,2023
2023-09-15,21.8,12.3,2023-09,2023
2023-09-16,28.3,12.9,2023-09,2023
2023-09-17,31.3,15.4,2023-09,2023
2023-09-18,31.6,17.4,2023-09,2023
2023-09-19,30.9,17.8,2023-09,2023
2023-09-20,30.2,15.2,2023-09,2023
2023-09-21,31.8,15.9,2023-09,2023
2023-09-22,34.2,18.0,2023-09,2023
2023-09-23,33.3,16.4,2023-09,2023
2023-09-24,36.0,18.5,2023-09,2023
2023-09-25,32.0,19.3,2023-09,2023
2023-09-26,34.5,19.2,2023-09,2023
2023-09-27,31.5,17.3,2023-09,2023
2023-09-28,17.1,14.3,2023-09,2023
2023-09-29,22.9,13.8,2023-09,2023
2023-09-30,29.1,15.6,2023-09,2023
2023-10-01,23.7,16.8,2023-10,2023
2023-10-02,24.2,15.8,2023-10,2023
2023-10-03,26.5,16.2,2023-10,2023
2023-10-04,28.4,18.6,2023-10,2023
2023-10-05,28.5,17.7,2023-10,2023
2023-10-06,30.5,17.6,2023-10,2023
2023-10-07,29.9,20.5,2023-10,2023
2023-10-08,27.0,20.1,2023-10,2023
2023-10-09,23.2,16.1,2023-10,2023
2023-10-10,24.2,16.1,2023-10,2023
2023-10-11,30.8,16.1,2023-10,2023
2023-10-12,29.9,18.6,2023-10,2023
2023-10-13,18.6,14.3,2023-10,2023
2023-10-14,19.6,14.2,2023-10,2023
2023-10-15,23.7,15.2,2023-10,2023
2023-10-16,30.5,17.5,2023-10,2023
2023-10-17,25.2,18.8,2023-10,2023
2023-10-18,23.1,16.7,2023-10,2023
2023-10-19,20.6,15.8,2023-10,2023
2023-10-20,21.1,15.3,2023-10,2023
2023-10-21,22.2,15.5,2023-10,2023
2023-10-22,25.8,15.4,2023-10,2023
2023-10-23,30.7,16.1,2023-10,2023
2023-10-24,32.0,18.4,2023-10,2023
2023-10-25,24.1,17.6,2023-10,2023
2023-10-26,24.1,16.7,2023-10,2023
2023-10-27,26.6,16.5,2023-10,2023
2023-10-28,27.7,19.2,2023-10,2023
2023-10-29,27.7,21.2,2023-10,2023
2023-10-30,28.3,20.6,2023-10,2023
2023-10-31,28.6,19.7,2023-10,2023
2023-11-01,22.1,16.4,2023-11,2023
2023-11-02,22.9,15.8,2023-11,2023
2023-11-03,29.9,16.8,2023-11,2023
2023-11-04,25.7,15.7,2023-11,2023
2023-11-05,22.7,13.2,2023-11,2023
2023-11-06,22.7,12.4,2023-11,2023
2023-11-07,26.0,12.8,2023-11,2023
2023-11-08,31.3,13.8,2023-11,2023
2023-11-09,31.9,16.2,2023-11,2023
2023-11-10,30.4,18.7,2023-11,2023
2023-11-11,33.5,19.8,2023-11,2023
2023-11-12,35.5,21.2,2023-11,2023
2023-11-13,36.9,21.5,2023-11,2023
2023-11-14,36.3,20.5,2023-11,2023
