date,temp_max,temp_min,year_month,year
2023-11-15,34.6,21.1,2023-11,2023
2023-11-16,31.9,19.3,2023-11,2023
2023-11-17,34.9,21.2,2023-11,2023
2023-11-18,33.8,22.9,2023-11,2023
2023-11-19,26.5,18.9,2023-11,2023
2023-11-20,25.7,18.9,2023-11,2023
2023-11-21,29.7,18.5,2023-11,2023
2023-11-22,28.9,20.7,2023-11,2023
2023-11-23,27.5,20.3,2023-11,2023
2023-11-24,20.2,15.3,2023-11,2023
2023-11-25,19.6,14.7,2023-11,2023
2023-11-26,23.0,15.2,2023-11,2023
2023-11-27,25.7,17.3,2023-11,2023
2023-11-28,28.7,18.3,2023-11,2023
2023-11-29,26.7,19.8,2023-11,2023
2023-11-30,28.0,19.8,2023-11,2023
2023-12-01,29.1,19.8,2023-12,2023
2023-12-02,31.4,18.2,2023-12,2023
2023-12-03,32.5,18.5,2023-12,2023
2023-12-04,30.8,18.8,2023-12,2023
2023-12-05,28.0,20.4,2023-12,2023
2023-12-06,30.0,19.4,2023-12,2023
2023-12-07,32.5,21.5,2023-12,2023
2023-12-08,30.3,19.0,2023-12,2023
2023-12-09,21.7,17.6,2023-12,2023
2023-12-10,25.6,15.5,2023-12,2023
2023-12-11,26.7,17.5,2023-12,2023
2023-12-12,23.9,16.8,2023-12,2023
2023-12-13,29.4,16.1,2023-12,2023
2023-12-14,31.8,17.9,2023-12,2023
2023-12-15,33.2,19.6,2023-12,2023
2023-12-16,32.1,19.6,2023-12,2023
2023-12-17,30.8,20.7,2023-12,2023
2023-12-18,31.2,19.1,2023-12,2023
2023-12-19,31.0,17.7,2023-12,2023
2023-12-20,29.0,16.4,2023-12,2023
2023-12-21,30.0,17.3,2023-12,2023
2023-12-22,31.6,19.4,2023-12,2023
2023-12-23,29.5,19.4,2023-12,2023
2023-12-24,28.9,20.5,2023-12,2023
2023-12-25,31.8,19.2,2023-12,2023
2023-12-26,26.6,19.2,2023-12,2023
2023-12-27,25.7,16.7,2023-12,2023
2023-12-28,30.9,15.3,2023-12,2023
2023-12-29,34.4,16.7,2023-12,2023
2023-12-30,24.7,19.3,2023-12,2023
2023-12-31,26.5,16.2,2023-12,2023
2024-01-01,27.2,17.6,2024-01,2024
2024-01-02,28.9,17.8,2024-01,2024
2024-01-03,29.2,19.2,2024-01,2024
2024-01-04,25.5,19.7,2024-01,2024
2024-01-05,25.4,19.0,2024-01,2024
2024-01-06,26.7,18.5,2024-01,2024
2024-01-07,30.0,17.2,2024-01,2024
2024-01-08,32.1,19.6,2024-01,2024
2024-01-09,31.8,19.7,2024-01,2024
2024-01-10,31.0,19.1,2024-01,2024
2024-01-11,30.6,21.4,2024-01,2024
2024-01-12,26.0,21.1,2024-01,2024
2024-01-13,22.9,18.3,2024-01,2024
2024-01-14,29.1,16.5,2024-01,2024
2024-01-15,29.6,20.6,2024-01,2024
2024-01-16,30.9,21.3,2024-01,2024
2024-01-17,32.1,21.7,2024-01,2024
2024-01-18,32.2,20.4,2024-01,2024
2024-01-19,30.0,21.6,2024-01,2024
2024-01-20,29.3,21.4,2024-01,2024
2024-01-21,26.1,20.0,2024-01,2024
2024-01-22,24.9,18.4,2024-01,2024
2024-01-23,20.5,16.8,2024-01,2024
2024-01-24,23.1,14.2,2024-01,2024
2024-01-25,21.5,16.6,2024-01,2024
2024-01-26,22.0,16.2,2024-01,2024
2024-01-27,24.5,17.3,2024-01,2024
2024-01-28,25.5,17.4,2024-01,2024
2024-01-29,28.0,17.3,2024-01,2024
2024-01-30,28.8,17.5,2024-01,2024
2024-01-31,27.6,18.7,2024-01,2024
2024-02-01,25.3,17.7,2024-02,2024
2024-02-02,25.5,18.3,2024-02,2024
2024-02-03,25.4,18.1,2024-02,2024
2024-02-04,27.6,18.5,2024-02,2024
2024-02-05,28.1,16.1,2024-02,2024
2024-02-06,27.8,16.9,2024-02,2024
2024-02-07,30.0,17.6,2024-02,2024
2024-02-08,29.4,17.4,2024-02,2024
2024-02-09,30.9,18.5,2024-02,2024
2024-02-10,30.7,19.3,2024-02,2024
2024-02-11,30.9,18.4,2024-02,2024
2024-02-12,30.9,20.9,2024-02,2024
2024-02-13,33.0,21.5,2024-02,2024
2024-02-14,24.8,20.0,2024-02,2024
2024-02-15,22.2,18.3,2024-02,2024
2024-02-16,25.3,16.6,2024-02,2024
2024-02-17,26.4,16.4,2024-02,2024
2024-02-18,26.3,17.7,2024-02,2024
2024-02-19,27.6,18.9,2024-02,2024
2024-02-20,24.8,18.2,2024-02,2024
2024-02-21,26.1,18.9,2024-02,2024
2024-02-22,28.2,18.6,2024-02,2024
2024-02-23,29.8,20.6,2024-02,2024
2024-02-24,29.0,20.7,2024-02,2024
2024-02-25,27.6,20.5,2024-02,2024
2024-02-26,26.6,20.0,2024-02,2024
2024-02-27,30.1,20.0,2024-02,2024
2024-02-28,30.0,21.8,2024-02,2024
2024-02-29,29.6,20.8,2024-02,2024
2024-03-01,27.2,20.6,2024-03,2024
2024-03-02,26.6,18.2,2024-03,2024
2024-03-03,29.5,17.6,2024-03,2024
2024-03-04,29.7,17.8,2024-03,2024
2024-03-05,28.6,20.2,2024-03,2024
2024-03-06,24.8,19.7,2024-03,2024
2024-03-07,27.0,19.6,2024-03,2024
2024-03-08,27.8,20.3,2024-03,2024
2024-03-09,28.6,20.7,2024-03,2024
2024-03-10,27.2,20.8,2024-03,2024
2024-03-11,26.9,17.7,2024-03,2024
2024-03-12,27.4,16.6,2024-03,2024
2024-03-13,30.5,18.8,2024-03,2024
2024-03-14,30.8,19.7,2024-03,2024
2024-03-15,32.1,19.9,2024-03,2024
2024-03-16,31.0,21.0,2024-03,2024
2024-03-17,31.8,22.3,2024-03,2024
2024-03-18,29.6,20.4,2024-03,2024
2024-03-19,30.1,20.4,2024-03,2024
2024-03-20,30.1,20.4,2024-03,2024
2024-03-21,31.1,22.4,2024-03,2024
2024-03-22,22.5,17.4,2024-03,2024
2024-03-23,19.9,16.9,2024-03,2024
2024-03-24,23.9,16.8,2024-03,2024
2024-03-25,26.2,17.1,2024-03,2024
2024-03-26,25.5,15.6,2024-03,2024
2024-03-27,22.5,17.5,2024-03,2024
2024-03-28,22.3,17.6,2024-03,2024
2024-03-29,26.2,16.9,2024-03,2024
2024-03-30,26.2,17.7,2024-03,2024
2024-03-31,26.9,15.4,2024-03,2024
2024-04-01,26.7,16.0,2024-04,2024
2024-04-02,27.5,17.6,2024-04,2024
2024-04-03,28.0,17.5,2024-04,2024
2024-04-04,29.2,17.8,2024-04,2024
2024-04-05,29.2,16.8,2024-04,2024
2024-04-06,24.6,16.4,2024-04,2024
2024-04-07,27.4,17.9,2024-04,2024
2024-04-08,26.0,17.4,2024-04,2024
2024-04-09,26.5,18.8,2024-04,2024
2024-04-10,27.3,17.3,2024-04,2024
2024-04-11,26.9,18.2,2024-04,2024
2024-04-12,26.7,17.6,2024-04,2024
2024-04-13,27.0,16.7,2024-04,2024
2024-04-14,26.1,18.4,2024-04,2024
2024-04-15,25.8,19.6,2024-04,2024
2024-04-16,29.0,19.8,2024-04,2024
2024-04-17,27.7,19.8,2024-04,2024
2024-04-18,19.9,15.2,2024-04,2024
2024-04-19,22.0,12.0,2024-04,2024
2024-04-20,24.3,13.4,2024-04,2024
2024-04-21,26.0,15.0,2024-04,2024
2024-04-22,27.4,14.6,2024-04,2024
2024-04-23,28.4,14.4,2024-04,2024
2024-04-24,28.8,15.1,2024-04,2024
2024-04-25,26.7,19.2,2024-04,2024
2024-04-26,27.2,19.2,2024-04,2024
2024-04-27,30.0,17.9,2024-04,2024
2024-04-28,30.1,19.3,2024-04,2024
2024-04-29,30.2,18.3,2024-04,2024
2024-04-30,30.8,17.5,2024-04,2024
2024-05-01,30.5,17.4,2024-05,2024
2024-05-02,30.9,19.1,2024-05,2024
2024-05-03,30.2,17.2,2024-05,2024
2024-05-04,31.3,16.8,2024-05,2024
2024-05-05,30.7,16.1,2024-05,2024
2024-05-06,29.7,15.5,2024-05,2024
2024-05-07,30.1,17.8,2024-05,2024
2024-05-08,30.0,19.7,2024-05,2024
2024-05-09,29.6,18.0,2024-05,2024
2024-05-10,29.0,19.8,2024-05,2024
2024-05-11,29.4,17.1,2024-05,2024
2024-05-12,29.7,18.5,2024-05,2024
2024-05-13,30.0,20.2,2024-05,2024
2024-05-14,21.8,17.3,2024-05,2024
2024-05-15,19.6,16.4,2024-05,2024
2024-05-16,28.9,15.6,2024-05,2024
2024-05-17,29.9,19.1,2024-05,2024
2024-05-18,29.7,16.3,2024-05,2024
2024-05-19,25.5,18.7,2024-05,2024
2024-05-20,25.7,17.3,2024-05,2024
2024-05-21,24.6,16.4,2024-05,2024
2024-05-22,27.6,16.7,2024-05,2024
2024-05-23,27.3,15.8,2024-05,2024
2024-05-24,25.8,17.7,2024-05,2024
2024-05-25,21.1,14.2,2024-05,2024
2024-05-26,17.8,13.8,2024-05,2024
2024-05-27,21.6,14.8,2024-05,2024
2024-05-28,19.3,13.1,2024-05,2024
2024-05-29,18.5,8.8,2024-05,2024
2024-05-30,18.0,6.8,2024-05,2024
2024-05-31,19.5,11.6,2024-05,2024
2024-06-01,22.4,11.6,2024-06,2024
2024-06-02,24.3,9.8,2024-06,2024
2024-06-03,23.1,11.7,2024-06,2024
2024-06-04,17.3,14.4,2024-06,2024
2024-06-05,21.6,14.9,2024-06,2024
2024-06-06,24.2,11.0,2024-06,2024
2024-06-07,24.3,11.5,2024-06,2024
2024-06-08,24.7,12.5,2024-06,2024
2024-06-09,26.4,11.4,2024-06,2024
2024-06-10,26.4,15.0,2024-06,2024
2024-06-11,25.2,13.9,2024-06,2024
2024-06-12,26.5,13.0,2024-06,2024
2024-06-13,25.7,10.3,2024-06,2024
2024-06-14,26.4,15.4,2024-06,2024
2024-06-15,27.1,14.7,2024-06,2024
2024-06-16,26.9,12.9,2024-06,2024
2024-06-17,26.1,16.1,2024-06,2024
2024-06-18,25.3,14.6,2024-06,2024
2024-06-19,25.9,13.0,2024-06,2024
2024-06-20,26.1,10.8,2024-06,2024
2024-06-21,25.2,12.4,2024-06,2024
2024-06-22,26.3,12.1,2024-06,2024
2024-06-23,27.7,17.3,2024-06,2024
2024-06-24,27.7,15.0,2024-06,2024
2024-06-25,21.3,16.3,2024-06,2024
2024-06-26,27.8,15.6,2024-06,2024
2024-06-27,23.6,16.7,2024-06,2024
2024-06-28,25.8,15.3,2024-06,2024
2024-06-29,25.2,14.8,2024-06,2024
2024-06-30,16.0,12.1,2024-06,2024
2024-07-01,17.6,11.9,2024-07,2024
2024-07-02,24.4,11.6,2024-07,2024
2024-07-03,25.1,12.1,2024-07,2024
2024-07-04,25.7,12.2,2024-07,2024
2024-07-05,25.6,11.0,2024-07,2024
2024-07-06,22.0,14.7,2024-07,2024
2024-07-07,26.4,13.2,2024-07,2024
2024-07-08,19.3,13.2,2024-07,2024
2024-07-09,15.3,12.0,2024-07,2024
2024-07-10,21.6,13.5,2024-07,2024
2024-07-11,25.9,13.5,2024-07,2024
2024-07-12,20.7,14.5,2024-07,2024
2024-07-13,15.6,12.6,2024-07,2024
2024-07-14,24.3,13.6,2024-07,2024
2024-07-15,20.8,13.8,2024-07,2024
2024-07-16,21.1,13.9,2024-07,2024
2024-07-17,22.7,13.1,2024-07,2024
2024-07-18,23.1,12.5,2024-07,2024
2024-07-19,20.4,10.7,2024-07,2024
2024-07-20,20.4,10.4,2024-07,2024
2024-07-21,22.4,11.3,2024-07,2024
2024-07-22,24.8,9.4,2024-07,2024
2024-07-23,23.3,6.6,2024-07,2024
2024-07-24,23.4,10.6,2024-07,2024
2024-07-25,25.1,9.5,2024-07,2024
2024-07-26,25.0,11.6,2024-07,2024
2024-07-27,26.0,12.8,2024-07,2024
2024-07-28,27.9,11.5,2024-07,2024
2024-07-29,26.7,13.7,2024-07,2024
2024-07-30,16.6,13.8,2024-07,2024
2024-07-31,22.3,13.5,2024-07,2024
2024-08-01,24.4,13.1,2024-08,2024
2024-08-02,25.2,12.1,2024-08,2024
2024-08-03,27.1,12.4,2024-08,2024
2024-08-04,27.3,13.0,2024-08,2024
2024-08-05,28.0,14.7,2024-08,2024
2024-08-06,27.9,13.8,2024-08,2024
2024-08-07,27.9,16.8,2024-08,2024
2024-08-08,31.2,18.2,2024-08,2024
2024-08-09,19.8,15.0,2024-08,2024
2024-08-10,14.9,6.8,2024-08,2024
2024-08-11,19.9,6.2,2024-08,2024
2024-08-12,18.9,8.1,2024-08,2024
2024-08-13,14.1,6.4,2024-08,2024
2024-08-14,21.1,6.4,2024-08,2024
2024-08-15,27.3,9.0,2024-08,2024
2024-08-16,28.6,11.6,2024-08,2024
2024-08-17,29.2,13.6,2024-08,2024
2024-08-18,29.5,13.2,2024-08,2024
2024-08-19,30.0,12.7,2024-08,2024
2024-08-20,29.4,13.7,2024-08,2024
2024-08-21,27.8,14.3,2024-08,2024
2024-08-22,30.6,13.0,2024-08,2024
2024-08-23,32.4,15.5,2024-08,2024
2024-08-24,23.0,14.8,2024-08,2024
2024-08-25,15.3,9.3,2024-08,2024
2024-08-26,15.4,5.7,2024-08,2024
2024-08-27,18.5,1.7,2024-08,2024
2024-08-28,20.7,6.4,2024-08,2024
2024-08-29,25.6,11.4,2024-08,2024
2024-08-30,27.5,11.5,2024-08,2024
2024-08-31,28.0,12.0,2024-08,2024
2024-09-01,31.1,13.1,2024-09,2024
2024-09-02,30.2,14.6,2024-09,2024
2024-09-03,31.9,14.2,2024-09,2024
2024-09-04,31.6,16.4,2024-09,2024
2024-09-05,26.0,15.7,2024-09,2024
2024-09-06,24.2,15.3,2024-09,2024
2024-09-07,32.9,15.9,2024-09,2024
2024-09-08,32.5,16.8,2024-09,2024
2024-09-09,33.0,17.1,2024-09,2024
2024-09-10,33.1,15.4,2024-09,2024
2024-09-11,32.8,18.4,2024-09,2024
2024-09-12,33.2,19.3,2024-09,2024
2024-09-13,33.7,18.2,2024-09,2024
2024-09-14,33.4,20.1,2024-09,2024
2024-09-15,21.9,17.1,2024-09,2024
2024-09-16,18.2,14.3,2024-09,2024
2024-09-17,19.4,12.9,2024-09,2024
2024-09-18,22.2,13.5,2024-09,2024
2024-09-19,27.3,14.7,2024-09,2024
2024-09-20,32.7,15.5,2024-09,2024
2024-09-21,28.0,17.2,2024-09,2024
2024-09-22,31.4,16.3,2024-09,2024
2024-09-23,32.5,16.7,2024-09,2024
2024-09-24,34.1,17.0,2024-09,2024
2024-09-25,35.4,17.5,2024-09,2024
2024-09-26,36.1,18.9,2024-09,2024
2024-09-27,28.0,16.1,2024-09,2024
2024-09-28,23.8,14.7,2024-09,2024
2024-09-29,29.3,15.6,2024-09,2024
2024-09-30,32.7,15.4,2024-09,2024
2024-10-01,34.6,18.1,2024-10,2024
2024-10-02,36.7,18.7,2024-10,2024
2024-10-03,23.4,15.3,2024-10,2024
2024-10-04,19.3,14.5,2024-10,2024
2024-10-05,24.0,14.4,2024-10,2024
2024-10-06,25.6,14.0,2024-10,2024
2024-10-07,26.8,13.1,2024-10,2024
2024-10-08,34.0,13.8,2024-10,2024
2024-10-09,23.8,14.6,2024-10,2024
2024-10-10,27.7,16.9,2024-10,2024
2024-10-11,27.6,19.1,2024-10,2024
2024-10-12,27.1,16.5,2024-10,2024
2024-10-13,25.2,16.0,2024-10,2024
2024-10-14,25.4,15.8,2024-10,2024
2024-10-15,28.1,14.9,2024-10,2024
2024-10-16,27.8,15.5,2024-10,2024
2024-10-17,29.6,16.3,2024-10,2024
2024-10-18,29.0,15.2,2024-10,2024
2024-10-19,19.9,14.4,2024-10,2024
2024-10-20,20.6,14.4,2024-10,2024
2024-10-21,26.2,17.0,2024-10,2024
2024-10-22,29.7,17.9,2024-10,2024
2024-10-23,27.3,18.9,2024-10,2024
2024-10-24,28.4,20.5,2024-10,2024
2024-10-25,26.3,20.8,2024-10,2024
2024-10-26,29.2,18.0,2024-10,2024
2024-10-27,19.8,16.1,2024-10,2024
2024-10-28,22.5,15.1,2024-10,2024
2024-10-29,23.7,16.0,2024-10,2024
2024-10-30,25.3,16.0,2024-10,2024
2024-10-31,25.1,14.4,2024-10,2024
2024-11-01,27.8,15.0,2024-11,2024
2024-11-02,29.4,17.6,2024-11,2024
2024-11-03,22.3,19.1,2024-11,2024
2024-11-04,23.6,18.8,2024-11,2024
2024-11-05,25.5,18.3,2024-11,2024
2024-11-06,26.2,19.4,2024-11,2024
2024-11-07,23.9,19.4,2024-11,2024
2024-11-08,23.3,17.4,2024-11,2024
2024-11-09,21.3,15.4,2024-11,2024
2024-11-10,22.5,12.9,2024-11,2024
2024-11-11,27.9,13.8,2024-11,2024
2024-11-12,31.5,15.1,2024-11,2024
2024-11-13,21.3,15.3,2024-11,2024
2024-11-14,21.6,14.8,2024-11,2024
2024-11-15,27.1,16.4,2024-11,2024
2024-11-16,24.4,18.8,2024-11,2024
2024-11-17,26.1,17.4,2024-11,2024
2024-11-18,29.8,16.6,2024-11,2024
2024-11-19,30.9,17.4,2024-11,2024
2024-11-20,31.4,17.5,2024-11,2024
2024-11-21,27.0,19.3,2024-11,2024
2024-11-22,23.8,18.9,2024-11,2024
2024-11-23,24.4,17.2,2024-11,2024
2024-11-24,24.9,15.2,2024-11,2024
2024-11-25,29.5,14.9,2024-11,2024
2024-11-26,31.7,17.8,2024-11,2024
2024-11-27,33.8,21.2,2024-11,2024
2024-11-28,34.2,22.3,2024-11,2024
2024-11-29,26.9,20.8,2024-11,2024
2024-11-30,28.6,20.7,2024-11,2024
2024-12-01,30.7,19.2,2024-12,2024
2024-12-02,31.0,21.1,2024-12,2024
2024-12-03,24.5,19.8,2024-12,2024
2024-12-04,21.0,17.5,2024-12,2024
2024-12-05,27.8,17.2,2024-12,2024
2024-12-06,30.0,20.0,2024-12,2024
2024-12-07,31.6,22.2,2024-12,2024
2024-12-08,28.5,20.9,2024-12,2024
2024-12-09,27.6,20.8,2024-12,2024
2024-12-10,27.2,17.7,2024-12,2024
2024-12-11,23.6,16.4,2024-12,2024
2024-12-12,25.8,15.9,2024-12,2024
2024-12-13,26.8,17.1,2024-12,2024
2024-12-14,25.9,19.5,2024-12,2024
2024-12-15,26.6,19.3,2024-12,2024
2024-12-16,28.8,19.2,2024-12,2024
2024-12-17,30.3,18.3,2024-12,2024
2024-12-18,29.7,16.9,2024-12,2024
2024-12-19,32.0,18.0,2024-12,2024
2024-12-20,31.5,21.3,2024-12,2024
2024-12-21,28.3,19.5,2024-12,2024
2024-12-22,26.6,18.9,2024-12,2024
2024-12-23,24.9,19.1,2024-12,2024
2024-12-24,26.2,17.3,2024-12,2024
2024-12-25,30.5,18.4,2024-12,2024
2024-12-26,25.4,20.5,2024-12,2024
2024-12-27,25.8,20.1,2024-12,2024
2024-12-28,28.5,19.4,2024-12,2024
2024-12-29,28.1,19.6,2024-12,2024
2024-12-30,26.9,18.7,2024-12,2024
2024-12-31,28.4,18.1,2024-12,2024
2025-01-01,28.8,18.4,2025-01,2025
2025-01-02,28.9,19.3,2025-01,2025
2025-01-03,27.9,19.7,2025-01,2025
2025-01-04,27.4,18.9,2025-01,2025
2025-01-05,29.9,17.6,2025-01,2025
2025-01-06,31.0,18.9,2025-01,2025
2025-01-07,29.7,19.5,2025-01,2025
2025-01-08,27.8,18.8,2025-01,2025
2025-01-09,25.4,18.2,2025-01,2025
2025-01-10,27.4,17.0,2025-01,2025
2025-01-11,30.0,16.0,2025-01,2025
2025-01-12,26.2,17.6,2025-01,2025
2025-01-13,26.1,16.3,2025-01,2025
2025-01-14,24.8,15.7,2025-01,2025
2025-01-15,29.0,17.8,2025-01,2025
2025-01-16,29.5,19.8,2025-01,2025
2025-01-17,27.5,20.9,2025-01,2025
2025-01-18,29.7,20.4,2025-01,2025
2025-01-19,31.7,21.6,2025-01,2025
2025-01-20,31.5,22.0,2025-01,2025
2025-01-21,32.2,23.2,2025-01,2025
2025-01-22,33.8,22.0,2025-01,2025
2025-01-23,30.8,21.7,2025-01,2025
2025-01-24,30.2,20.5,2025-01,2025
2025-01-25,30.8,19.6,2025-01,2025
2025-01-26,29.7,20.8,2025-01,2025
2025-01-27,26.1,19.2,2025-01,2025
2025-01-28,26.8,19.5,2025-01,2025
2025-01-29,26.5,20.7,2025-01,2025
2025-01-30,25.9,20.3,2025-01,2025
2025-01-31,25.4,19.8,2025-01,2025
2025-02-01,24.0,19.9,2025-02,2025
2025-02-02,26.7,19.5,2025-02,2025
2025-02-03,25.9,20.8,2025-02,2025
2025-02-04,28.5,20.1,2025-02,2025
2025-02-05,28.8,19.8,2025-02,2025
2025-02-06,29.7,19.7,2025-02,2025
2025-02-07,31.2,19.8,2025-02,2025
2025-02-08,29.6,21.1,2025-02,2025
2025-02-09,32.3,19.6,2025-02,2025
2025-02-10,31.4,19.9,2025-02,2025
2025-02-11,32.3,19.9,2025-02,2025
2025-02-12,32.4,21.4,2025-02,2025
2025-02-13,32.1,20.9,2025-02,2025
2025-02-14,29.4,20.6,2025-02,2025
2025-02-15,29.2,19.7,2025-02,2025
2025-02-16,32.3,21.5,2025-02,2025
2025-02-17,33.9,22.1,2025-02,2025
2025-02-18,33.4,22.2,2025-02,2025
2025-02-19,31.3,20.7,2025-02,2025
2025-02-20,31.5,21.1,2025-02,2025
2025-02-21,30.2,22.1,2025-02,2025
2025-02-22,28.5,21.0,2025-02,2025
2025-02-23,29.8,20.5,2025-02,2025
2025-02-24,30.9,20.2,2025-02,2025
2025-02-25,33.1,20.4,2025-02,2025
2025-02-26,33.7,20.7,2025-02,2025
2025-02-27,33.6,21.3,2025-02,2025
2025-02-28,32.4,20.8,2025-02,2025
